"species","selected_developed_low_intensity","probability_developed_low_intensity","selected_developed_high_intensity","probability_developed_high_intensity","selected_barren_land","probability_barren_land","selected_deciduous_forest","probability_deciduous_forest","selected_evergreen_forest","probability_evergreen_forest","selected_mixed_forest","probability_mixed_forest","selected_shrub_scrub","probability_shrub_scrub","selected_grassland_herbaceous","probability_grassland_herbaceous","selected_pasture_hay","probability_pasture_hay","selected_cultivated_crop","probability_cultivated_crop","selected_woody_wetland","probability_woody_wetland","selected_emergent_wetland","probability_emergent_wetland","selected_ocean","probability_ocean","selected_lakes","probability_lakes","selected_rivers","probability_rivers","selected_elevation","probability_elevation","selected_aspect","probability_aspect","selected_slope","probability_slope","selected_precipitation","probability_precipitation","selected_max_temperature","probability_max_temperature"
"Mallard",50,0.952633333333333,7185,0.1874,50,0.1164,1069,0.949466666666667,2088,0.348066666666667,1069,0.498533333333333,2088,0.218266666666667,50,0.420366666666667,15340,0.0754666666666667,1069,0.760533333333333,1069,0.563566666666667,50,0.99,2088,0.151066666666667,50,0.964766666666667,50,0.2123,47961,0.0380333333333333,1069,0.994733333333333,50,0.608233333333333,1000,0.0465666666666667,48000,0.0578666666666667
"Marbled Godwit",1069,0.0582666666666667,2088,0.0452666666666667,21457,0.0406,50,0.0406666666666667,10244,0.0524333333333333,19418,0.0563,39806,0.0612666666666667,47961,0.0521333333333333,50000,0.0553,2088,0.315533333333333,50,0.0526666666666667,1069,0.149333333333333,2088,0.0808333333333333,45922,0.0398333333333333,6166,0.0522333333333333,31651,0.0526666666666667,1069,0.0911,23496,0.0430333333333333,50000,0.0351,36000,0.0395333333333333
"Marsh Wren",50,0.279366666666667,50,0.134333333333333,23496,0.0601666666666667,1069,0.306,6166,0.0730666666666667,50,0.0573666666666667,50,0.101866666666667,50,0.0742666666666667,35728,0.0685666666666667,6166,0.0629333333333333,50000,0.0889,1069,0.99,10244,0.0408333333333333,50000,0.0679666666666667,17380,0.109133333333333,50,0.0555333333333333,1069,0.0458333333333333,50,0.3063,50000,0.0478,20000,0.0376333333333333
"Merlin",27574,0.0522,2088,0.0968333333333333,50000,0.0374,2088,0.0549,5147,0.0385666666666667,21457,0.0806,43883,0.0360666666666667,5147,0.0358666666666667,13302,0.041,5147,0.0356333333333333,3108,0.0402333333333333,2088,0.037,11263,0.0376,50,0.0713333333333333,23496,0.0400666666666667,50,0.0345333333333333,6166,0.0602666666666667,17380,0.0349666666666667,32000,0.0348666666666667,50000,0.0369333333333333
"Mississippi Kite",1069,0.995,50000,0.1058,50,0.0762666666666667,50,0.084,8205,0.0416,50000,0.0612333333333333,50,0.0572,15340,0.0803333333333333,7185,0.111233333333333,8205,0.0441666666666667,1069,0.192566666666667,17380,0.0525666666666667,50,0.0463666666666667,8205,0.0838333333333333,10244,0.0672666666666667,50,0.0372333333333333,50000,0.0567333333333333,50000,0.0519,48000,0.0388666666666667,50000,0.0469666666666667
"Mottled Duck",15340,0.0506,2088,0.0729333333333333,1069,0.2256,39806,0.0365666666666667,27574,0.0701666666666667,50000,0.0414666666666667,35728,0.0356666666666667,5147,0.0632666666666667,50,0.0518666666666667,2088,0.0708,41845,0.0497,50,0.3868,45922,0.122466666666667,2088,0.0512,41845,0.1041,50000,0.0454,50,0.0455666666666667,8205,0.0709,50000,0.0400666666666667,1000,0.0384
"Mountain Bluebird",1069,0.2226,1069,0.1149,7185,0.0476,43883,0.0504333333333333,1069,0.580333333333333,1069,0.0611,1069,0.652,50,0.641266666666667,50000,0.0606,47961,0.0408666666666667,29612,0.0412,17380,0.0505666666666667,27574,0.0358666666666667,35728,0.0390666666666667,25535,0.0548,50,0.189,1069,0.0575666666666667,2088,0.141133333333333,1000,0.0564666666666667,3000,0.0713666666666667
"Mountain Chickadee",23496,0.1226,50,0.0766666666666667,3108,0.105766666666667,50000,0.1352,1069,0.809,50000,0.1035,1069,0.202466666666667,1069,0.127733333333333,50000,0.147533333333333,13302,0.0434666666666667,45922,0.0909,3108,0.0476333333333333,33690,0.0639,35728,0.0524333333333333,45922,0.151166666666667,50,0.688733333333333,50,0.0737,1069,0.347333333333333,18000,0.0604666666666667,1000,0.6478
"Mountain Quail",1069,0.0540666666666667,4128,0.0406,50000,0.0953666666666667,1069,0.0398,2088,0.0459333333333333,9224,0.0706333333333333,50,0.0654666666666667,50000,0.0441666666666667,19418,0.0435666666666667,17380,0.0385,50,0.0472,33690,0.0518,9224,0.0364333333333333,4128,0.0434666666666667,17380,0.0387666666666667,50,0.112533333333333,17380,0.125933333333333,2088,0.153666666666667,50000,0.0453333333333333,4000,0.0614
"Mourning Dove",50,0.5741,50,0.998733333333333,50,0.886933333333333,50,0.9846,50000,0.406666666666667,6166,0.114966666666667,50000,0.0688333333333333,2088,0.199933333333333,1069,0.319566666666667,3108,0.3682,37767,0.0862,50000,0.0666,6166,0.225233333333333,1069,0.283733333333333,1069,0.0587666666666667,1069,0.108733333333333,13302,0.0540666666666667,5147,0.1522,1000,0.0456,2000,0.217333333333333
"Mourning Warbler",1069,0.184433333333333,1069,0.0521333333333333,19418,0.0948333333333333,1069,0.7502,15340,0.0754,33690,0.0855333333333333,29612,0.0681,15340,0.0694666666666667,50,0.133066666666667,50000,0.0552666666666667,35728,0.0948333333333333,2088,0.0807333333333333,50,0.0457666666666667,50,0.369433333333333,45922,0.0537666666666667,50,0.0824666666666667,45922,0.100966666666667,1069,0.133533333333333,2000,0.0543666666666667,1000,0.0720333333333333
"Mute Swan",2088,0.0647333333333333,3108,0.0909333333333333,50,0.0871666666666667,50,0.0504,1069,0.0635,5147,0.0371,47961,0.0617,2088,0.0405666666666667,50,0.0520333333333333,1069,0.0508333333333333,2088,0.0571333333333333,50,0.198466666666667,50000,0.0922333333333333,50,0.9961,50,0.446033333333333,50,0.0582,1069,0.300766666666667,1069,0.0722,48000,0.0382,40000,0.0397333333333333
"Nashville Warbler",2088,0.1725,50000,0.335333333333333,5147,0.0714,50000,0.0791,50,0.1863,21457,0.143066666666667,3108,0.116966666666667,33690,0.0878333333333333,1069,0.221766666666667,2088,0.379433333333333,4128,0.184,33690,0.0496666666666667,10244,0.0857666666666667,1069,0.9822,1069,0.0843,33690,0.0497666666666667,41845,0.0758666666666667,13302,0.058,50000,0.0386,1000,0.0682333333333333
"Neotropic Cormorant",1069,0.0861333333333333,2088,0.0474333333333333,10244,0.0426666666666667,5147,0.0468,17380,0.0429,11263,0.0480333333333333,17380,0.0691333333333333,50000,0.0707333333333333,10244,0.0417666666666667,4128,0.0543666666666667,11263,0.0391666666666667,2088,0.17,47961,0.0539666666666667,1069,0.822466666666667,29612,0.0599,50,0.0354666666666667,33690,0.0589333333333333,3108,0.0472333333333333,42000,0.0344666666666667,32000,0.0354666666666667
"Northern Cardinal",2088,0.8847,50,0.99,50,0.9555,1069,0.911166666666667,1069,0.738866666666667,19418,0.0714333333333333,3108,0.232766666666667,4128,0.0481,3108,0.7054,50000,0.181433333333333,1069,0.247533333333333,50,0.964066666666667,31651,0.123466666666667,50000,0.242566666666667,1069,0.350666666666667,1069,0.531566666666667,1069,0.957,35728,0.1114,50000,0.089,50000,0.651866666666667
"Northern Flicker",3108,0.0924666666666667,50,0.99,2088,0.0747,3108,0.136233333333333,50000,0.2852,50000,0.0656333333333333,50000,0.0663333333333333,3108,0.130933333333333,3108,0.0914333333333333,50,0.125266666666667,50,0.5023,3108,0.0749666666666667,50,0.355833333333333,5147,0.0444333333333333,33690,0.0819,50000,0.1003,50,0.356066666666667,1069,0.105166666666667,1000,0.0673,5000,0.0954
"Northern Mockingbird",37767,0.142766666666667,8205,0.125433333333333,50000,0.189,50,0.99,50,0.99,50,0.942333333333333,1069,0.178933333333333,1069,0.335733333333333,1069,0.9003,50000,0.506933333333333,50,0.9999,17380,0.082,37767,0.0900666666666667,43883,0.104033333333333,39806,0.0749,7185,0.1103,50,0.106533333333333,50000,0.250333333333333,1000,0.0451666666666667,50000,0.6849
"Northern Parula",1069,0.3334,1069,0.0916666666666667,50,0.259066666666667,1069,0.7752,1069,0.4152,1069,0.836566666666667,5147,0.054,50,0.0675,50,0.217366666666667,1069,0.425366666666667,50,0.131433333333333,50,0.179466666666667,50000,0.211833333333333,2088,0.852166666666667,50000,0.1264,50,0.0988666666666667,50000,0.1354,50,0.932233333333333,48000,0.0663,34000,0.093
"Northern Pintail",1069,0.0879,1069,0.119733333333333,47961,0.0441333333333333,4128,0.0515,13302,0.0634,1069,0.0392,21457,0.0646,50000,0.0513,1069,0.156033333333333,2088,0.0827666666666667,50,0.0938,50,0.1448,37767,0.0374333333333333,50000,0.0436,31651,0.0416,47961,0.0360333333333333,50000,0.0617333333333333,50,0.0994,50000,0.0449,48000,0.0411666666666667
"Northern Rough-winged Swallow",1069,0.668766666666667,1069,0.0876666666666667,1069,0.0860333333333333,50,0.985966666666667,50,0.4354,6166,0.0670666666666667,50,0.0366,1069,0.0913,27574,0.0507333333333333,50,0.262533333333333,50000,0.0902666666666667,37767,0.0871666666666667,39806,0.0626666666666667,50,0.9845,1069,0.807733333333333,50,0.0599,1069,0.2571,50000,0.165333333333333,1000,0.0400333333333333,1000,0.208066666666667
"Northern Shoveler",6166,0.0803,7185,0.0599,37767,0.0548333333333333,23496,0.0470333333333333,1069,0.135333333333333,6166,0.0510666666666667,50,0.0545666666666667,41845,0.046,2088,0.118866666666667,50,0.308266666666667,19418,0.0470666666666667,4128,0.0964,37767,0.0369333333333333,50,0.468866666666667,2088,0.0396333333333333,35728,0.0348666666666667,1069,0.0741,10244,0.0575,32000,0.0367333333333333,9000,0.0360333333333333
"Northern Waterthrush",2088,0.0664333333333333,50000,0.0497333333333333,2088,0.0552666666666667,50000,0.0527666666666667,1069,0.3281,8205,0.159233333333333,50000,0.0565666666666667,50,0.0773666666666667,1069,0.0688,2088,0.0883333333333333,50,0.99,50,0.0669,17380,0.0523666666666667,2088,0.0670333333333333,47961,0.0441666666666667,50,0.0499333333333333,50000,0.0596,1069,0.0782,44000,0.0352333333333333,50000,0.0556666666666667
"Nuttall's Woodpecker",1069,0.0912666666666667,50,0.797733333333333,19418,0.0759666666666667,35728,0.0655,50000,0.0546666666666667,50,0.106266666666667,1069,0.0612333333333333,13302,0.0792333333333333,50,0.0954333333333333,4128,0.146066666666667,2088,0.543233333333333,13302,0.106466666666667,2088,0.0969666666666667,33690,0.0974,50,0.0728333333333333,3108,0.107466666666667,27574,0.0443666666666667,50,0.0951333333333333,36000,0.0365333333333333,7000,0.0633333333333333
"Oak Titmouse",3108,0.1719,50,0.2301,50,0.115066666666667,41845,0.0646333333333333,1069,0.1663,3108,0.2442,50,0.261066666666667,50000,0.176266666666667,50,0.2055,8205,0.1007,25535,0.0845333333333333,33690,0.0697,4128,0.199366666666667,2088,0.231133333333333,50000,0.0990666666666667,10244,0.0538666666666667,39806,0.1686,1069,0.161733333333333,3000,0.0443,5000,0.0756666666666667
"Olive-sided Flycatcher",1069,0.1232,7185,0.121966666666667,33690,0.0704333333333333,13302,0.0547333333333333,2088,0.296733333333333,6166,0.0386666666666667,50000,0.0486333333333333,43883,0.0461333333333333,23496,0.0373666666666667,1069,0.0462,41845,0.0465,2088,0.0550666666666667,39806,0.0782666666666667,1069,0.0753,50000,0.0465,50,0.0503,35728,0.0525333333333333,50,0.0908333333333333,26000,0.0419,1000,0.206766666666667
"Orange-crowned Warbler",50,0.0721666666666667,5147,0.0600666666666667,7185,0.0404,7185,0.1014,1069,0.146833333333333,2088,0.115533333333333,47961,0.0422,50,0.062,15340,0.0782666666666667,50000,0.0654,50000,0.0597333333333333,37767,0.0976333333333333,50,0.0633666666666667,50000,0.0869666666666667,15340,0.0571333333333333,23496,0.0449666666666667,13302,0.0599666666666667,1069,0.203366666666667,3000,0.0389666666666667,1000,0.0763666666666667
"Orchard Oriole",1069,0.6299,50000,0.218033333333333,50,0.069,1069,0.0889333333333333,4128,0.0820333333333333,41845,0.0416333333333333,1069,0.0619,3108,0.0579666666666667,50,0.8896,2088,0.399233333333333,50,0.0466,25535,0.0642666666666667,50,0.0402,2088,0.0626666666666667,45922,0.144866666666667,50,0.0784,1069,0.589766666666667,50000,0.0793666666666667,1000,0.0361333333333333,1000,0.101066666666667
"Osprey",50,0.298233333333333,21457,0.0622333333333333,21457,0.0501333333333333,50,0.140566666666667,50000,0.2342,50000,0.0728,15340,0.0490333333333333,50,0.2728,50000,0.0625333333333333,50,0.0633333333333333,50000,0.0861333333333333,1069,0.5327,1069,0.922233333333333,1069,0.999833333333333,1069,0.999933333333333,50,0.1128,7185,0.0938666666666667,50,0.538233333333333,36000,0.0354,1000,0.171
"Ovenbird",1069,0.8125,15340,0.429533333333333,37767,0.123866666666667,50,0.99,1069,0.822933333333333,50,0.99,50,0.130466666666667,1069,0.2341,1069,0.578466666666667,4128,0.350566666666667,45922,0.1892,3108,0.2941,3108,0.117133333333333,1069,0.9486,50000,0.115633333333333,50,0.0541333333333333,10244,0.0975,50,0.148833333333333,1000,0.399366666666667,1000,0.790533333333333
"Pacific Wren",50,0.0727666666666667,5147,0.174666666666667,23496,0.0771,35728,0.0388333333333333,50,0.998,50,0.271233333333333,33690,0.0685,50,0.0888,50,0.0539333333333333,6166,0.0414,19418,0.0894,1069,0.0538333333333333,41845,0.0665666666666667,47961,0.0583,45922,0.0762333333333333,50,0.115866666666667,27574,0.0535,1069,0.6418,30000,0.0626,5000,0.0442666666666667
"Painted Bunting",1069,0.511233333333333,1069,0.4474,39806,0.0739,25535,0.0451666666666667,8205,0.0734666666666667,50000,0.0519666666666667,50000,0.0420666666666667,1069,0.1276,4128,0.176866666666667,7185,0.0522,3108,0.142966666666667,3108,0.285433333333333,21457,0.103633333333333,2088,0.110866666666667,33690,0.0720333333333333,50000,0.0705,50,0.0865333333333333,50,0.0813,48000,0.0473666666666667,6000,0.0495333333333333
"Phainopepla",1069,0.0627,1069,0.155033333333333,6166,0.0700333333333333,43883,0.0543,7185,0.0589666666666667,4128,0.0570333333333333,1069,0.226366666666667,50000,0.0511666666666667,19418,0.0781,27574,0.0441333333333333,1069,0.163966666666667,21457,0.0664666666666667,50000,0.0723666666666667,1069,0.0552,50000,0.0452666666666667,50,0.0969,33690,0.1052,17380,0.103766666666667,1000,0.0377333333333333,1000,0.0411666666666667
"Pied-billed Grebe",50,0.6429,15340,0.0436333333333333,1069,0.405166666666667,1069,0.0815,50,0.0571333333333333,2088,0.137466666666667,1069,0.0809,4128,0.135966666666667,31651,0.0442333333333333,3108,0.148133333333333,50,0.0999666666666667,50,0.950133333333333,4128,0.0583,50,0.984633333333333,13302,0.0416333333333333,3108,0.0352,1069,0.244833333333333,1069,0.1134,28000,0.0352333333333333,46000,0.0402666666666667
"Pileated Woodpecker",35728,0.0642666666666667,1069,0.9189,50,0.14,1069,0.732466666666667,2088,0.1482,1069,0.4086,1069,0.116866666666667,50000,0.0548333333333333,1069,0.161,1069,0.149033333333333,1069,0.717866666666667,50000,0.0862333333333333,1069,0.1991,9224,0.1663,19418,0.126933333333333,50,0.0629,33690,0.0794,2088,0.0537,50000,0.0381666666666667,1000,0.0991333333333333
"Pine Siskin",1069,0.149333333333333,13302,0.0473,2088,0.0559,3108,0.0735,1069,0.822966666666667,39806,0.0751,41845,0.0481,29612,0.0626,50000,0.0673333333333333,47961,0.125766666666667,50,0.0930333333333333,3108,0.0967,25535,0.0649666666666667,50000,0.0722,7185,0.0391666666666667,50,0.134466666666667,50000,0.0899666666666667,1069,0.103166666666667,50000,0.0620666666666667,1000,0.218133333333333
"Pine Warbler",1069,0.4047,50,0.364633333333333,45922,0.159366666666667,50000,0.0677666666666667,1069,0.988133333333333,7185,0.253633333333333,3108,0.0625333333333333,50000,0.1824,1069,0.652633333333333,1069,0.186666666666667,50000,0.4005,50000,0.0475333333333333,50000,0.0600666666666667,1069,0.1939,50000,0.0846,1069,0.169933333333333,4128,0.106966666666667,50,0.0802,1000,0.0549,50000,0.0781333333333333
"Pinyon Jay",11263,0.0455,47961,0.0554,41845,0.0493666666666667,17380,0.0416333333333333,3108,0.272233333333333,4128,0.0526,1069,0.0951333333333333,31651,0.0396333333333333,7185,0.0518666666666667,50000,0.0411666666666667,10244,0.0627333333333333,15340,0.0777333333333333,50,0.0529333333333333,8205,0.0579333333333333,41845,0.0379666666666667,47961,0.0422,25535,0.0781333333333333,4128,0.0787333333333333,2000,0.0385,3000,0.0747
"Plumbeous Vireo",1069,0.233533333333333,1069,0.0572333333333333,43883,0.0490666666666667,1069,0.328033333333333,50,0.743266666666667,50,0.204233333333333,5147,0.0977333333333333,50000,0.0475,9224,0.0449666666666667,45922,0.0568666666666667,15340,0.0521666666666667,7185,0.0672333333333333,45922,0.208733333333333,25535,0.0429333333333333,43883,0.0782666666666667,4128,0.0707666666666667,50000,0.0871,3108,0.0677333333333333,5000,0.0629333333333333,4000,0.103133333333333
"Prairie Warbler",1069,0.563466666666667,3108,0.0600666666666667,50000,0.0709666666666667,1069,0.0869666666666667,2088,0.201266666666667,11263,0.105566666666667,1069,0.994033333333333,1069,0.301133333333333,13302,0.0590333333333333,3108,0.043,2088,0.2421,5147,0.0623333333333333,35728,0.0424333333333333,1069,0.1563,3108,0.0856,50000,0.051,50000,0.0745,35728,0.0388,44000,0.0338666666666667,50000,0.0693
"Prothonotary Warbler",1069,0.100933333333333,50000,0.0855,1069,0.0850666666666667,1069,0.0467,50,0.0394666666666667,50,0.0720333333333333,1069,0.0627,17380,0.0399333333333333,1069,0.0721,6166,0.0551,50,0.803233333333333,1069,0.4135,5147,0.0579333333333333,1069,0.395033333333333,25535,0.0555333333333333,1069,0.0628333333333333,2088,0.0907,50000,0.0514333333333333,44000,0.0346666666666667,24000,0.0372333333333333
"Purple Finch",8205,0.103466666666667,1069,0.4227,1069,0.157666666666667,19418,0.0499333333333333,9224,0.0978333333333333,1069,0.1488,1069,0.247933333333333,6166,0.0559333333333333,6166,0.172666666666667,1069,0.110633333333333,1069,0.272366666666667,5147,0.0475,39806,0.135966666666667,50,0.490266666666667,2088,0.104133333333333,29612,0.0639333333333333,50,0.293433333333333,1069,0.115366666666667,1000,0.0364666666666667,1000,0.284666666666667
"Purple Martin",47961,0.0619333333333333,50000,0.0591666666666667,50000,0.0576,50,0.4026,29612,0.0667666666666667,1069,0.0853333333333333,35728,0.0449333333333333,1069,0.0609333333333333,50,0.2317,3108,0.340066666666667,50,0.148933333333333,2088,0.101366666666667,35728,0.0888666666666667,1069,0.714966666666667,50,0.171266666666667,50,0.0531666666666667,50,0.1853,1069,0.897966666666667,50000,0.0388,50000,0.0846
"Pygmy Nuthatch",39806,0.109433333333333,50,0.0815666666666667,25535,0.0702,50000,0.0788666666666667,1069,0.630466666666667,50000,0.0721333333333333,50,0.0837,50,0.0716666666666667,50000,0.162266666666667,21457,0.0469333333333333,50000,0.0871,50,0.105233333333333,50000,0.152666666666667,1069,0.160433333333333,33690,0.0565333333333333,50,0.2004,1069,0.400433333333333,17380,0.0837666666666667,1000,0.0402666666666667,4000,0.183366666666667
"Pyrrhuloxia",3108,0.0454666666666667,50,0.0478,1069,0.0871333333333333,31651,0.0476333333333333,21457,0.0455333333333333,11263,0.0528666666666667,1069,0.938833333333333,19418,0.0696333333333333,4128,0.162166666666667,50000,0.0615666666666667,7185,0.0402666666666667,50,0.0757333333333333,50,0.0394666666666667,50000,0.126,6166,0.0564,3108,0.0448333333333333,8205,0.0704666666666667,3108,0.103033333333333,6000,0.0525,50000,0.0443
"Red-bellied Woodpecker",1069,0.8007,50,0.99,50,0.551366666666667,1069,0.99,45922,0.0981333333333333,50000,0.0739666666666667,50000,0.104466666666667,50000,0.113066666666667,3108,0.230966666666667,31651,0.0952333333333333,2088,0.4368,50,0.8847,2088,0.109766666666667,2088,0.314633333333333,1069,0.442066666666667,2088,0.1274,1069,0.115066666666667,1069,0.7491,48000,0.0411333333333333,2000,0.235733333333333
"Red-breasted Nuthatch",3108,0.133466666666667,50,0.9995,3108,0.1054,1069,0.126866666666667,50,0.735833333333333,50,0.125433333333333,2088,0.104,1069,0.752166666666667,50,0.829166666666667,2088,0.584166666666667,2088,0.119266666666667,1069,0.819933333333333,41845,0.123933333333333,35728,0.115966666666667,50000,0.1095,50000,0.2047,50000,0.438866666666667,1069,0.2592,2000,0.0761333333333333,1000,0.651533333333333
"Red-breasted Sapsucker",50000,0.0549666666666667,1069,0.0868,50,0.0635666666666667,45922,0.0848333333333333,50000,0.0768666666666667,1069,0.0605333333333333,7185,0.0460333333333333,47961,0.0747333333333333,6166,0.0957,10244,0.0414,47961,0.0416,11263,0.0606333333333333,2088,0.0689333333333333,3108,0.1305,17380,0.0722333333333333,3108,0.0845,3108,0.0812666666666667,2088,0.116,3000,0.048,30000,0.0554666666666667
"Red-eyed Vireo",2088,0.4481,50000,0.467033333333333,17380,0.1162,1069,0.99,4128,0.1655,1069,0.9456,50,0.119466666666667,50,0.7207,50,0.99,1069,0.155,3108,0.5784,50,0.984,33690,0.0768666666666667,47961,0.0793,50000,0.086,50,0.849433333333333,1069,0.0610333333333333,2088,0.177866666666667,1000,0.225133333333333,1000,0.568866666666667
"Red-headed Woodpecker",35728,0.107166666666667,17380,0.0636666666666667,1069,0.0890666666666667,1069,0.0517333333333333,13302,0.101166666666667,3108,0.0487333333333333,37767,0.0535,25535,0.0469333333333333,50,0.161866666666667,50000,0.119533333333333,5147,0.0896,19418,0.0714666666666667,1069,0.112233333333333,1069,0.1766,50000,0.0556666666666667,50000,0.0368333333333333,1069,0.594266666666667,1069,0.150766666666667,32000,0.0348,11000,0.0406666666666667
"Red-naped Sapsucker",37767,0.0459,41845,0.0542,50000,0.0406,1069,0.0767333333333333,9224,0.105733333333333,6166,0.0596666666666667,50,0.0561,39806,0.0685,11263,0.0432333333333333,47961,0.0539666666666667,50,0.312233333333333,31651,0.0376,50,0.051,7185,0.0500666666666667,23496,0.0427,50,0.0396333333333333,10244,0.0423,13302,0.0650333333333333,1000,0.0657,28000,0.0433666666666667
"Red-shouldered Hawk",6166,0.163733333333333,1069,0.5574,1069,0.408033333333333,50,0.5033,8205,0.0921333333333333,50000,0.0814,50000,0.0499,2088,0.3172,50000,0.114466666666667,7185,0.137,50,0.798266666666667,50,0.380666666666667,1069,0.279666666666667,1069,0.0516666666666667,8205,0.1115,4128,0.0646333333333333,1069,0.0689666666666667,1069,0.451733333333333,50000,0.0896666666666667,50000,0.0960333333333333
"Red-tailed Hawk",41845,0.108833333333333,50,0.352866666666667,5147,0.0668666666666667,1069,0.0527666666666667,6166,0.0948,19418,0.0504,50,0.527966666666667,1069,0.385866666666667,50,0.120066666666667,1069,0.990766666666667,31651,0.0484,1069,0.738566666666667,4128,0.1393,4128,0.073,4128,0.0835333333333333,17380,0.0563666666666667,3108,0.0789,47961,0.0631333333333333,50000,0.0490666666666667,1000,0.0427666666666667
"Red-winged Blackbird",1069,0.9991,11263,0.1953,50,0.0524666666666667,50,0.99,37767,0.2102,50,0.99,1069,0.6666,2088,0.289033333333333,1069,0.99,1069,0.99,1069,0.987566666666667,1069,0.99,19418,0.190333333333333,50,0.99,45922,0.1426,2088,0.1394,1069,0.127233333333333,1069,0.812566666666667,50000,0.0794666666666667,50000,0.5438
"Red Crossbill",1069,0.0755666666666667,50,0.103133333333333,50000,0.119166666666667,45922,0.0557,1069,0.958733333333333,50000,0.0844666666666667,3108,0.0853666666666667,25535,0.0837333333333333,43883,0.0453666666666667,50000,0.0804666666666667,11263,0.0413,50,0.0465333333333333,3108,0.0405,50000,0.0518,35728,0.0838,50,0.144966666666667,3108,0.100466666666667,13302,0.0660333333333333,50000,0.0366666666666667,1000,0.2365
"Redhead",6166,0.0584333333333333,5147,0.0479666666666667,35728,0.0542666666666667,27574,0.045,11263,0.0381,45922,0.0553,50,0.0676,1069,0.0503666666666667,17380,0.0644666666666667,3108,0.0982333333333333,3108,0.0486333333333333,1069,0.740766666666667,23496,0.0377666666666667,50,0.7645,37767,0.0581333333333333,10244,0.0361,50,0.0659,50,0.1432,18000,0.0348333333333333,7000,0.0359333333333333
"Ring-billed Gull",3108,0.1277,50,0.687133333333333,50,0.914266666666667,1069,0.113166666666667,1069,0.364133333333333,23496,0.0727333333333333,4128,0.0685,7185,0.102733333333333,9224,0.122566666666667,50000,0.127466666666667,1069,0.123033333333333,50,0.444033333333333,39806,0.0667666666666667,23496,0.222466666666667,50,0.0736333333333333,47961,0.0487666666666667,1069,0.997733333333333,1069,0.476166666666667,2000,0.0341333333333333,50000,0.0668666666666667
"Ring-necked Pheasant",1069,0.846066666666667,10244,0.0954333333333333,50,0.0838333333333333,1069,0.156133333333333,1069,0.0735,50,0.0507,11263,0.0522333333333333,50,0.407533333333333,1069,0.2657,1069,0.202466666666667,41845,0.0559333333333333,1069,0.399233333333333,23496,0.0393333333333333,25535,0.0531,2088,0.101133333333333,2088,0.0726,7185,0.0459666666666667,1069,0.309466666666667,3000,0.0374,1000,0.0722333333333333
"Rock Pigeon",1069,0.9494,1069,0.8868,23496,0.0949666666666667,50,0.999466666666667,1069,0.874666666666667,50,0.997766666666667,1069,0.280433333333333,2088,0.124233333333333,1069,0.2199,1069,0.817566666666667,1069,0.156466666666667,50,0.0753666666666667,1069,0.450466666666667,1069,0.0849,1069,0.743666666666667,47961,0.05,13302,0.0638333333333333,50,0.1996,50000,0.041,8000,0.0657666666666667
"Rock Wren",3108,0.0867333333333333,10244,0.0378333333333333,6166,0.0954666666666667,2088,0.0483666666666667,33690,0.0803666666666667,50000,0.0511333333333333,1069,0.400233333333333,50,0.661666666666667,1069,0.160333333333333,21457,0.0586666666666667,5147,0.0625666666666667,45922,0.0849333333333333,50000,0.207933333333333,2088,0.178866666666667,50000,0.0399,2088,0.054,1069,0.0969,50,0.999566666666667,40000,0.0376333333333333,12000,0.0572666666666667
"Rose-breasted Grosbeak",19418,0.119766666666667,1069,0.919566666666667,50,0.154933333333333,1069,0.997466666666667,50000,0.138533333333333,50,0.0507,17380,0.0618666666666667,1069,0.1605,6166,0.134833333333333,5147,0.108266666666667,50000,0.225166666666667,50000,0.467866666666667,2088,0.1465,2088,0.342366666666667,50000,0.766566666666667,50,0.0544,2088,0.1953,50000,0.140633333333333,4000,0.0390666666666667,1000,0.410666666666667
"Roseate Spoonbill",50000,0.0523666666666667,7185,0.0499,4128,0.308166666666667,43883,0.0396666666666667,50,0.1382,1069,0.0718666666666667,4128,0.0732333333333333,50,0.728533333333333,31651,0.0620333333333333,5147,0.0793333333333333,4128,0.0475,3108,0.139133333333333,21457,0.0421666666666667,2088,0.101433333333333,50,0.152133333333333,1069,0.0583666666666667,50000,0.0545666666666667,47961,0.0384,2000,0.0342666666666667,11000,0.0442333333333333
"Royal Tern",2088,0.0510333333333333,50000,0.0510333333333333,1069,0.188166666666667,47961,0.0734,50,0.0651,25535,0.0440333333333333,50,0.0450666666666667,50,0.0596666666666667,11263,0.0836666666666667,50000,0.0564333333333333,43883,0.0505333333333333,11263,0.106833333333333,1069,0.6571,1069,0.0651333333333333,7185,0.0731666666666667,1069,0.0448333333333333,1069,0.6507,2088,0.1278,12000,0.0349333333333333,50000,0.0617666666666667
"Ruby-crowned Kinglet",35728,0.1082,37767,0.0764,15340,0.0772,29612,0.0563666666666667,50,0.855633333333333,33690,0.0508666666666667,3108,0.0910666666666667,31651,0.0714666666666667,2088,0.161166666666667,41845,0.0868,50000,0.128566666666667,1069,0.0616666666666667,13302,0.206066666666667,2088,0.0615666666666667,1069,0.0473333333333333,2088,0.1278,1069,0.2252,1069,0.0944666666666667,3000,0.0777333333333333,1000,0.377666666666667
